,id,published,title,reference,year_month,year,month,clean_text,sentiment,polarity,subjectivity
395,34919553,2021-01-07,Viral burden and diversity in acute respiratory tract infections in hospitalized children in wet and dry zones of Sri Lanka.,https://pubmed.ncbi.nlm.nih.gov/34919553,2021-01,2021,1,viral burden diversity acute respiratory tract infection hospitalized child wet dry zone sri lanka,positive,0.14444444444444446,0.6333333333333333
396,35071128,2021-01-07,Clinical Characteristics of Pediatric Respiratory Tract Infection and Respiratory Pathogen Isolation During the Coronavirus Disease 2019 Pandemic.,https://pubmed.ncbi.nlm.nih.gov/35071128,2021-01,2021,1,characteristic pediatric respiratory tract infection respiratory pathogen isolation coronavirus disease pandemic,negative,-0.06666666666666667,0.4666666666666666
397,32429800,2021-01-07,Cryo-Electron Microscopy Structures of the Pneumoviridae Polymerases.,https://pubmed.ncbi.nlm.nih.gov/32429800,2021-01,2021,1,microscopy structure pneumoviridae polymerase,neutral,0.0,0.0
398,34268134,2021-01-07,Induction of Protective Immunity by a Single Low Dose of a Master Cell Bank cGMP-rBCG-P Vaccine Against the Human Metapneumovirus in Mice.,https://pubmed.ncbi.nlm.nih.gov/34268134,2021-01,2021,1,induction protective immunity single low dose master cell bank vaccine human metapneumovirus mouse,negative,-0.023809523809523808,0.20476190476190473
399,34541575,2021-01-07,The Importance of miRNA Identification During Respiratory Viral Infections.,https://pubmed.ncbi.nlm.nih.gov/34541575,2021-01,2021,1,importance mirna identification respiratory viral infection,neutral,0.0,0.0
400,34248923,2021-01-07,Human Metapneumovirus Induces IRF1 via TANK-Binding Kinase 1 and Type I IFN.,https://pubmed.ncbi.nlm.nih.gov/34248923,2021-01,2021,1,human metapneumovirus induces via kinase type ifn,neutral,0.0,0.1
401,34249808,2021-01-07,Etiology of Severe Pneumonia in Children in Alveolar Lavage Fluid Using a High-Throughput Gene Targeted Amplicon Sequencing Assay.,https://pubmed.ncbi.nlm.nih.gov/34249808,2021-01,2021,1,etiology severe pneumonia child alveolar lavage fluid gene targeted amplicon sequencing assay,neutral,0.0,0.1
402,33248481,2021-01-07,Global burden of acute lower respiratory infection associated with human metapneumovirus in children under 5 years in 2018: a systematic review and modelling study.,https://pubmed.ncbi.nlm.nih.gov/33248481,2021-01,2021,1,global burden acute lower respiratory infection human metapneumovirus child year systematic modelling,positive,0.19999999999999998,0.3333333333333333
403,33080244,2021-01-02,Viral variant visualizer (VVV): A novel bioinformatic tool for rapid and simple visualization of viral genetic diversity.,https://pubmed.ncbi.nlm.nih.gov/33080244,2021-01,2021,1,viral variant visualizer vvv novel bioinformatic tool rapid simple visualization viral genetic diversity,neutral,0.0,0.35714285714285715
404,33371275,2020-12-21,Harnessing Cellular Immunity for Vaccination against Respiratory Viruses.,https://pubmed.ncbi.nlm.nih.gov/33371275,2020-12,2020,12,harnessing cellular immunity vaccination respiratory virus,neutral,0.0,0.0
405,33067271,2020-12-17,Metagenomic Sequencing To Detect Respiratory Viruses in Persons under Investigation for COVID-19.,https://pubmed.ncbi.nlm.nih.gov/33067271,2020-12,2020,12,metagenomic sequencing detect respiratory virus person investigation,neutral,0.0,0.0
406,32346655,2020-12-07,"Epidemiology and phylogenetic analysis of respiratory viruses from 2012 to 2015 - A sentinel surveillance report from union territory of Puducherry, India.",https://pubmed.ncbi.nlm.nih.gov/32346655,2020-12,2020,12,epidemiology phylogenetic respiratory virus sentinel surveillance report union territory puducherry india,neutral,0.0,0.0
407,32919073,2020-12-07,Co-seasonality and co-detection of respiratory viruses and bacteraemia in children: a retrospective analysis.,https://pubmed.ncbi.nlm.nih.gov/32919073,2020-12,2020,12,respiratory virus bacteraemia child retrospective,neutral,0.0,0.0
408,32790902,2020-12-07,Human bocavirus and metapneumovirus in acute wheezing in children-Is there a link with atopy?,https://pubmed.ncbi.nlm.nih.gov/32790902,2020-12,2020,12,human bocavirus metapneumovirus acute wheezing link atopy,positive,0.3,0.5
409,32449200,2020-12-07,"Evaluation of 10 years of parainfluenza virus, human metapneumovirus, and respiratory syncytial virus infections in lung transplant recipients.",https://pubmed.ncbi.nlm.nih.gov/32449200,2020-12,2020,12,evaluation year parainfluenza virus human metapneumovirus respiratory syncytial virus infection lung transplant recipient,neutral,0.0,0.1
410,32463330,2020-12-07,Contribution of NKT cells to the immune response and pathogenesis triggered by respiratory viruses.,https://pubmed.ncbi.nlm.nih.gov/32463330,2020-12,2020,12,contribution nkt cell immune response pathogenesis triggered respiratory virus,neutral,0.0,0.0
411,33345293,2020-12-07,Human Respiratory Syncytial Virus Detected in Mountain Gorilla Respiratory Outbreaks.,https://pubmed.ncbi.nlm.nih.gov/33345293,2020-12,2020,12,human respiratory syncytial virus detected mountain gorilla respiratory outbreak,neutral,0.0,0.1
412,32073159,2020-12-07,The role of M2-2 PDZ-binding motifs in pulmonary innate immune responses to human metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/32073159,2020-12,2020,12,role motif pulmonary innate immune response human metapneumovirus,neutral,0.0,0.1
413,32957052,2020-11-07,"Insights into immune evasion of human metapneumovirus: novel 180- and 111-nucleotide duplications within viral G gene throughout 2014-2017 seasons in Barcelona, Spain.",https://pubmed.ncbi.nlm.nih.gov/32957052,2020-11,2020,11,insight immune evasion human metapneumovirus novel duplication within viral g gene throughout season barcelona spain,neutral,0.0,0.1
414,33172555,2020-11-07,[Detection of respiratory pathogens and clinical features in 225 children with acute exacerbation of bronchial asthma].,https://pubmed.ncbi.nlm.nih.gov/33172555,2020-11,2020,11,detection respiratory pathogen feature child acute exacerbation bronchial asthma,positive,0.6,0.9
415,32567818,2020-11-07,Respiratory viral coinfection in a birth cohort of infants in rural Nepal.,https://pubmed.ncbi.nlm.nih.gov/32567818,2020-11,2020,11,respiratory viral coinfection birth cohort infant rural nepal,neutral,0.0,0.0
416,33175716,2020-10-31,Investigation of human bocavirus in pediatric patients with respiratory tract infection.,https://pubmed.ncbi.nlm.nih.gov/33175716,2020-10,2020,10,investigation human bocavirus pediatric respiratory tract infection,neutral,0.0,0.1
417,32847861,2020-10-27,Structures of the Mononegavirales Polymerases.,https://pubmed.ncbi.nlm.nih.gov/32847861,2020-10,2020,10,structure mononegavirales polymerase,neutral,0.0,0.0
418,30849176,2020-10-07,The Etiological Role of Common Respiratory Viruses in Acute Respiratory Infections in Older Adults: A Systematic Review and Meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/30849176,2020-10,2020,10,etiological role common respiratory virus acute respiratory infection older adult systematic,positive,0.14166666666666666,0.5083333333333333
419,33035266,2020-10-07,Antibody recognition of the Pneumovirus fusion protein trimer interface.,https://pubmed.ncbi.nlm.nih.gov/33035266,2020-10,2020,10,antibody recognition pneumovirus fusion protein trimer interface,neutral,0.0,0.0
420,32759319,2020-09-29,"Respiratory Syncytial Virus and Human Metapneumovirus Infections in Three-Dimensional Human Airway Tissues Expose an Interesting Dichotomy in Viral Replication, Spread, and Inhibition by Neutralizing Antibodies.",https://pubmed.ncbi.nlm.nih.gov/32759319,2020-09,2020,9,respiratory syncytial virus human metapneumovirus infection human airway tissue expose interesting dichotomy viral replication spread inhibition neutralizing antibody,positive,0.16666666666666666,0.2333333333333333
421,32665420,2020-09-22,Evaluation of Six Commercial Mid- to High-Volume Antibody and Six Point-of-Care Lateral Flow Assays for Detection of SARS-CoV-2 Antibodies.,https://pubmed.ncbi.nlm.nih.gov/32665420,2020-09,2020,9,evaluation six commercial antibody six lateral flow assay detection antibody,neutral,0.0,0.0
422,32562851,2020-09-07,Epidemiological characteristics of respiratory viruses in patients with acute respiratory infections during 2009-2018 in southern China.,https://pubmed.ncbi.nlm.nih.gov/32562851,2020-09,2020,9,epidemiological characteristic respiratory virus acute respiratory infection southern china,positive,0.17777777777777778,0.45555555555555555
423,32899224,2020-09-03,Human Metapneumovirus Induces Mucin 19 Which Contributes to Viral Pathogenesis.,https://pubmed.ncbi.nlm.nih.gov/32899224,2020-09,2020,9,human metapneumovirus induces mucin contributes viral pathogenesis,neutral,0.0,0.1
424,32006428,2020-09-01,Respiratory Failure and Death in Vulnerable Premature Children With Lower Respiratory Tract Illness.,https://pubmed.ncbi.nlm.nih.gov/32006428,2020-09,2020,9,respiratory failure death vulnerable premature child lower respiratory tract illness,negative,-0.4083333333333333,0.4
425,32839394,2020-08-21,Recent Molecular Evolution of Human Metapneumovirus (HMPV): Subdivision of HMPV A2b Strains.,https://pubmed.ncbi.nlm.nih.gov/32839394,2020-08,2020,8,recent molecular evolution human metapneumovirus hmpv subdivision hmpv strain,neutral,0.0,0.175
426,32782312,2020-08-11,"Clinical evaluation of fully automated molecular diagnostic system ""Simprova"" for influenza virus, respiratory syncytial virus, and human metapneumovirus.",https://pubmed.ncbi.nlm.nih.gov/32782312,2020-08,2020,8,evaluation fully automated molecular diagnostic system simprova influenza virus respiratory syncytial virus human metapneumovirus,neutral,0.0,0.1
427,32162389,2020-08-07,"Respiratory syncytial virus and human metapneumovirus after allogeneic hematopoietic stem cell transplantation: Impact of the immunodeficiency scoring index, viral load, and ribavirin treatment on the outcomes.",https://pubmed.ncbi.nlm.nih.gov/32162389,2020-08,2020,8,respiratory syncytial virus human metapneumovirus allogeneic hematopoietic stem cell transplantation impact immunodeficiency scoring index viral load ribavirin treatment outcome,neutral,0.0,0.1
428,32462500,2020-08-07,Viruses and atypical bacteria in the respiratory tract of immunocompromised and immunocompetent patients with airway infection.,https://pubmed.ncbi.nlm.nih.gov/32462500,2020-08,2020,8,virus atypical bacteria respiratory tract immunocompromised immunocompetent airway infection,neutral,0.0,0.2
429,32687031,2020-08-07,"Outbreak of Human Metapneumovirus Infection in Zoo, Slovenia.",https://pubmed.ncbi.nlm.nih.gov/32687031,2020-08,2020,8,outbreak human metapneumovirus infection zoo slovenia,neutral,0.0,0.1
430,32629492,2020-08-07,Other Respiratory Viruses as a Cause of Community-Acquired Pneumonia.,https://pubmed.ncbi.nlm.nih.gov/32629492,2020-08,2020,8,respiratory virus cause pneumonia,neutral,0.0,0.0
431,32663787,2020-08-07,"Analysis of Covid-19 and non-Covid-19 viruses, including influenza viruses, to determine the influence of intensive preventive measures in Japan.",https://pubmed.ncbi.nlm.nih.gov/32663787,2020-08,2020,8,virus including influenza virus determine influence intensive preventive measure japan,neutral,0.0,0.0
432,32752560,2020-08-03,SARS-CoV-2 Complicated by Sinusitis and Co-Infection with Human Metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/32752560,2020-08,2020,8,complicated sinusitis human metapneumovirus,negative,-0.25,0.55
433,32842383,2020-08-02,[Investigation of pathogenic agents causing acute respiratory tract infections in pediatric patients in a children's hospital assigned for case screening in Beijing during the outbreak of COVID-19].,https://pubmed.ncbi.nlm.nih.gov/32842383,2020-08,2020,8,investigation pathogenic agent causing acute respiratory tract infection pediatric child hospital assigned screening beijing outbreak,positive,0.6,0.9
434,32698530,2020-07-20,Human Metapneumovirus Escapes NK Cell Recognition through the Downregulation of Stress-Induced Ligands for NKG2D.,https://pubmed.ncbi.nlm.nih.gov/32698530,2020-07,2020,7,human metapneumovirus escape nk cell recognition downregulation ligand,neutral,0.0,0.1
435,32641149,2020-07-08,Avian Metapneumovirus subtype B around Europe: a phylodynamic reconstruction.,https://pubmed.ncbi.nlm.nih.gov/32641149,2020-07,2020,7,avian metapneumovirus subtype b around europe phylodynamic reconstruction,neutral,0.0,0.0
436,32458044,2020-07-07,Inside the lungs of COVID-19 disease.,https://pubmed.ncbi.nlm.nih.gov/32458044,2020-07,2020,7,inside lung disease,neutral,0.0,0.0
437,32410358,2020-07-07,Ambulance dispatch calls attributable to influenza A and other common respiratory viruses in the Netherlands (2014-2016).,https://pubmed.ncbi.nlm.nih.gov/32410358,2020-07,2020,7,ambulance dispatch call attributable influenza common respiratory virus netherlands,negative,-0.3,0.5
438,32388320,2020-07-07,Lower Respiratory Tract Infection with Human Metapneumovirus: Chest CT Imaging Features and Comparison with Other Viruses.,https://pubmed.ncbi.nlm.nih.gov/32388320,2020-07,2020,7,lower respiratory tract infection human metapneumovirus chest ct imaging feature comparison virus,neutral,0.0,0.1
439,32727742,2020-07-07,Nasopharyngeal density of respiratory viruses in childhood pneumonia in a highly vaccinated setting: findings from a case-control study.,https://pubmed.ncbi.nlm.nih.gov/32727742,2020-07,2020,7,nasopharyngeal density respiratory virus childhood pneumonia highly vaccinated setting finding,positive,0.16,0.54
440,32635475,2020-07-04,STAT2 Limits Host Species Specificity of Human Metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/32635475,2020-07,2020,7,limit host specie specificity human metapneumovirus,neutral,0.0,0.1
441,32570728,2020-06-18,Prospects of and Barriers to the Development of Epitope-Based Vaccines against Human Metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/32570728,2020-06,2020,6,prospect barrier development vaccine human metapneumovirus,neutral,0.0,0.1
442,32545470,2020-06-12,Innate Immune Components that Regulate the Pathogenesis and Resolution of hRSV and hMPV Infections.,https://pubmed.ncbi.nlm.nih.gov/32545470,2020-06,2020,6,innate immune component regulate pathogenesis resolution hrsv hmpv infection,neutral,0.0,0.0
443,31563939,2020-06-10,Severe Human Metapneumovirus and Group A Streptococcus Pneumonia in an Immunocompetent Adult.,https://pubmed.ncbi.nlm.nih.gov/31563939,2020-06,2020,6,severe human metapneumovirus group streptococcus pneumonia immunocompetent adult,positive,0.05,0.2
444,31353397,2020-06-10,"Clinical Features, Epidemiology, and Climatic Impact of Genotype-specific Human Metapneumovirus Infections: Long-term Surveillance of Hospitalized Patients in South Korea.",https://pubmed.ncbi.nlm.nih.gov/31353397,2020-06,2020,6,feature epidemiology climatic impact human metapneumovirus infection surveillance hospitalized south korea,neutral,0.0,0.1
445,32339350,2020-06-07,COVID-19 associated pulmonary aspergillosis.,https://pubmed.ncbi.nlm.nih.gov/32339350,2020-06,2020,6,pulmonary aspergillosis,neutral,0.0,0.0
446,32566164,2020-06-07,The role of viral co-infections in the severity of acute respiratory infections among children infected with respiratory syncytial virus (RSV): A systematic review and meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/32566164,2020-06,2020,6,role viral severity acute respiratory infection among child infected respiratory syncytial virus rsv systematic,positive,0.6,0.9
447,32278934,2020-06-07,"Molecular epidemiology of influenza, RSV, and other respiratory infections among children in Qatar: A six years report (2012-2017).",https://pubmed.ncbi.nlm.nih.gov/32278934,2020-06,2020,6,molecular epidemiology influenza rsv respiratory infection among child qatar six year report,neutral,0.0,0.0
448,32334281,2020-06-07,Respiratory syncytial virus and influenza hospitalizations in Alaska native adults.,https://pubmed.ncbi.nlm.nih.gov/32334281,2020-06,2020,6,respiratory syncytial virus influenza hospitalization alaska native adult,positive,0.1,0.3
449,32552976,2020-06-07,[Several Common Respiratory Viral Pathogens in Hematopoietic Stem Cell Transplantion Patients with Primary Immunodeficiency Disease].,https://pubmed.ncbi.nlm.nih.gov/32552976,2020-06,2020,6,several common respiratory viral pathogen hematopoietic stem cell transplantion primary immunodeficiency disease,positive,0.03333333333333335,0.3333333333333333
450,32361322,2020-06-07,Interpret with caution: An evaluation of the commercial AusDiagnostics versus in-house developed assays for the detection of SARS-CoV-2 virus.,https://pubmed.ncbi.nlm.nih.gov/32361322,2020-06,2020,6,interpret caution evaluation commercial ausdiagnostics versus developed assay detection virus,positive,0.05,0.15
451,32528782,2020-06-05,Pericardial Effusion and Tamponade Complicating Acute Pericarditis in a Human Metapneumovirus-Infected Adult: A Unique Case Report.,https://pubmed.ncbi.nlm.nih.gov/32528782,2020-06,2020,6,pericardial effusion tamponade complicating acute pericarditis human adult unique report,positive,0.26875,0.575
452,32486193,2020-05-30,Human Metapneumovirus Establishes Persistent Infection in Lung Microvascular Endothelial Cells and Primes a Th2-Skewed Immune Response.,https://pubmed.ncbi.nlm.nih.gov/32486193,2020-05,2020,5,human metapneumovirus establishes persistent infection lung microvascular endothelial cell prime immune response,neutral,0.0,0.1
453,32423043,2020-05-14,Cell-Mediated Responses to Human Metapneumovirus Infection.,https://pubmed.ncbi.nlm.nih.gov/32423043,2020-05,2020,5,response human metapneumovirus infection,neutral,0.0,0.1
454,32566634,2020-05-07,Advances in laboratory assays for detecting human metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/32566634,2020-05,2020,5,advance laboratory assay detecting human metapneumovirus,neutral,0.0,0.1
455,32092386,2020-05-07,Nanopore metagenomic sequencing to investigate nosocomial transmission of human metapneumovirus from a unique genetic group among haematology patients in the United Kingdom.,https://pubmed.ncbi.nlm.nih.gov/32092386,2020-05,2020,5,nanopore metagenomic sequencing investigate nosocomial transmission human metapneumovirus unique genetic group among haematology united kingdom,positive,0.1875,0.55
456,32047124,2020-05-07,Human Metapneumovirus Infection in Hospitalized Children.,https://pubmed.ncbi.nlm.nih.gov/32047124,2020-05,2020,5,human metapneumovirus infection hospitalized child,neutral,0.0,0.1
457,32338533,2020-04-27,"INFECTIONS IN PREGNANCY WITH COVID-19 AND OTHER RESPIRATORY RNA VIRUS DISEASES ARE RARELY, IF EVER, TRANSMITTED TO THE FETUS: EXPERIENCES WITH CORONAVIRUSES, HPIV, hMPV RSV, AND INFLUENZA.",https://pubmed.ncbi.nlm.nih.gov/32338533,2020-04,2020,4,infection pregnancy respiratory rna virus disease rarely ever transmitted fetus experience coronaviruses hpiv hmpv rsv influenza,positive,0.3,0.9
458,31530440,2020-04-07,"Phylogenetic variability of Human Metapneumovirus in patients with acute respiratory infections in Cameroon, 2011-2014.",https://pubmed.ncbi.nlm.nih.gov/31530440,2020-04,2020,4,phylogenetic variability human metapneumovirus acute respiratory infection cameroon,positive,0.3,0.5
459,32015498,2020-04-07,N6-methyladenosine modification enables viral RNA to escape recognition by RNA sensor RIG-I.,https://pubmed.ncbi.nlm.nih.gov/32015498,2020-04,2020,4,modification enables viral rna escape recognition rna sensor,neutral,0.0,0.0
460,32056846,2020-04-07,SPINT2 inhibits proteases involved in activation of both influenza viruses and metapneumoviruses.,https://pubmed.ncbi.nlm.nih.gov/32056846,2020-04,2020,4,inhibits protease involved activation influenza virus metapneumoviruses,neutral,0.0,0.0
461,31988005,2020-04-07,"Interactome networks between the human respiratory syncytial virus (HRSV), the human metapneumovirus (ΗMPV), and their host: In silico investigation and comparative functional enrichment analysis.",https://pubmed.ncbi.nlm.nih.gov/31988005,2020-04,2020,4,interactome network human respiratory syncytial virus hrsv human metapneumovirus ηmpv host silico investigation comparative functional enrichment,neutral,0.0,0.1
462,32244685,2020-04-01,"Viruses of Respiratory Tract: an Observational Retrospective Study on Hospitalized Patients in Rome, Italy.",https://pubmed.ncbi.nlm.nih.gov/32244685,2020-04,2020,4,virus respiratory tract observational retrospective hospitalized rome italy,neutral,0.0,0.0
463,32231136,2020-03-28,Proteome Analysis in a Mammalian Cell line Reveals that PLK2 is Involved in Avian Metapneumovirus Type C (aMPV/C)-Induced Apoptosis.,https://pubmed.ncbi.nlm.nih.gov/32231136,2020-03,2020,3,proteome mammalian cell line reveals involved avian metapneumovirus type c apoptosis,neutral,0.0,0.0
464,32245206,2020-03-21,Non-Coding RNAs and Their Role in Respiratory Syncytial Virus (RSV) and Human Metapneumovirus (hMPV) Infections.,https://pubmed.ncbi.nlm.nih.gov/32245206,2020-03,2020,3,rna role respiratory syncytial virus rsv human metapneumovirus hmpv infection,neutral,0.0,0.1
465,32192233,2020-03-19,Co-infection with SARS-CoV-2 and Human Metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/32192233,2020-03,2020,3,human metapneumovirus,neutral,0.0,0.1
466,32118531,2020-03-07,Comparison of the performance of the Panther Fusion respiratory virus panel to R-Gene and laboratory developed tests for diagnostic and hygiene screening specimens from the upper and lower respiratory tract.,https://pubmed.ncbi.nlm.nih.gov/32118531,2020-03,2020,3,comparison performance panther fusion respiratory virus panel laboratory developed test diagnostic hygiene screening specimen upper lower respiratory tract,positive,0.05,0.15
467,32007293,2020-02-24,Evaluation of pre- and post-fusion Human metapneumovirus F proteins as subunit vaccine candidates in mice.,https://pubmed.ncbi.nlm.nih.gov/32007293,2020-02,2020,2,evaluation human metapneumovirus f protein subunit vaccine candidate mouse,neutral,0.0,0.1
468,32093057,2020-02-19,Engineering of Live Chimeric Vaccines against Human Metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/32093057,2020-02,2020,2,engineering live chimeric vaccine human metapneumovirus,positive,0.06818181818181818,0.3
469,32071381,2020-02-18,Experiments Investigating the Competitive Growth Advantage of Two Different Genotypes of Human Metapneumovirus: Implications for the Alternation of Genotype Prevalence.,https://pubmed.ncbi.nlm.nih.gov/32071381,2020-02,2020,2,experiment investigating competitive growth advantage two different genotype human metapneumovirus implication alternation genotype prevalence,neutral,0.0,0.35
470,32069879,2020-02-13,Human Metapneumovirus: A Largely Unrecognized Threat to Human Health.,https://pubmed.ncbi.nlm.nih.gov/32069879,2020-02,2020,2,human metapneumovirus largely unrecognized threat human health,positive,0.07142857142857142,0.20952380952380953
471,31821893,2020-02-07,"Epidemiological and genetic characteristics of human metapneumovirus in pediatric patients across six consecutive seasons in Beijing, China.",https://pubmed.ncbi.nlm.nih.gov/31821893,2020-02,2020,2,epidemiological genetic characteristic human metapneumovirus pediatric across six consecutive season beijing china,negative,-0.03333333333333333,0.2833333333333333
472,31869661,2020-02-07,Performance evaluation of the Panther Fusion® respiratory tract panel.,https://pubmed.ncbi.nlm.nih.gov/31869661,2020-02,2020,2,performance evaluation panther respiratory tract panel,neutral,0.0,0.0
473,32013048,2020-01-28,Human Metapneumovirus: Etiological Agent of Severe Acute Respiratory Infections in Hospitalized and Deceased Patients with a Negative Diagnosis of Influenza.,https://pubmed.ncbi.nlm.nih.gov/32013048,2020-01,2020,1,human metapneumovirus etiological agent severe acute respiratory infection hospitalized deceased negative diagnosis influenza,positive,0.09999999999999999,0.4666666666666666
474,32607231,2020-01-28,Outcomes of patients with Severe Acute Respiratory Infections (SARI) admitted to the intensive care unit: results from the Egyptian Surveillance Study 2010-2014.,https://pubmed.ncbi.nlm.nih.gov/32607231,2020-01,2020,1,outcome severe acute respiratory infection sari admitted intensive care unit egyptian surveillance,positive,0.6,0.9
475,31936721,2020-01-10,HMPV in Immunocompromised Patients: Frequency and Severity in Pediatric Oncology Patients.,https://pubmed.ncbi.nlm.nih.gov/31936721,2020-01,2020,1,hmpv immunocompromised frequency severity pediatric oncology,neutral,0.0,0.0
476,31101588,2020-01-07,Outbreak of Human Metapneumovirus in a Nursing Home: A Clinical Perspective.,https://pubmed.ncbi.nlm.nih.gov/31101588,2020-01,2020,1,outbreak human metapneumovirus nursing home perspective,neutral,0.0,0.1
477,33537323,2020-01-07,The Clinical Characteristics and Outcomes of Adult Patients With Pneumonia Related to Three Paramyxoviruses.,https://pubmed.ncbi.nlm.nih.gov/33537323,2020-01,2020,1,characteristic outcome adult pneumonia related three paramyxovirus,positive,0.011111111111111113,0.38888888888888884
478,32496715,2020-01-07,"[Etiology of epidemic outbreaks COVID-19 on Wuhan, Hubei province, Chinese People Republic associated with 2019-nCoV (Nidovirales, Coronaviridae, Coronavirinae, Betacoronavirus, Subgenus Sarbecovirus): lessons of SARS-CoV outbreak.]",https://pubmed.ncbi.nlm.nih.gov/32496715,2020-01,2020,1,etiology epidemic outbreak wuhan hubei province chinese people republic nidovirales coronaviridae coronavirinae betacoronavirus subgenus sarbecovirus lesson outbreak,neutral,0.0,0.0
479,32218789,2020-01-07,Inhibition of PI3Kδ Enhances Poly I:C-Induced Antiviral Responses and Inhibits Replication of Human Metapneumovirus in Murine Lungs and Human Bronchial Epithelial Cells.,https://pubmed.ncbi.nlm.nih.gov/32218789,2020-01,2020,1,inhibition enhances poly antiviral response inhibits replication human metapneumovirus murine lung human bronchial epithelial cell,neutral,0.0,0.1
480,33489997,2020-01-07,Prevalence of Bandemia in Respiratory Viral Infections: A Pediatric Emergency Room Experience.,https://pubmed.ncbi.nlm.nih.gov/33489997,2020-01,2020,1,prevalence bandemia respiratory viral infection pediatric emergency room experience,neutral,0.0,0.0
481,32300275,2020-01-07,"Viral Surveillance of Children with Acute Respiratory Infection in Two Main Hospitals in Northern Jordan, Irbid, during Winter of 2016.",https://pubmed.ncbi.nlm.nih.gov/32300275,2020-01,2020,1,viral surveillance child acute respiratory infection two main hospital northern jordan irbid winter,positive,0.3833333333333333,0.6166666666666667
482,32831337,2020-01-07,Respiratory infections and coinfections: geographical and population patterns.,https://pubmed.ncbi.nlm.nih.gov/32831337,2020-01,2020,1,respiratory infection coinfections geographical population pattern,neutral,0.0,0.0
483,33370354,2020-01-07,"Human Metapneumovirus: Epidemiology and genotype diversity in children and adult patients with respiratory infection in Córdoba, Argentina.",https://pubmed.ncbi.nlm.nih.gov/33370354,2020-01,2020,1,human metapneumovirus epidemiology genotype diversity child adult respiratory infection córdoba argentina,positive,0.05,0.2
484,31903811,2020-01-07,Progress in the development of virus-like particle vaccines against respiratory viruses.,https://pubmed.ncbi.nlm.nih.gov/31903811,2020-01,2020,1,progress development particle vaccine respiratory virus,neutral,0.0,0.0
485,32056728,2020-01-07,Respiratory viral infections in Western Australians with cystic fibrosis.,https://pubmed.ncbi.nlm.nih.gov/32056728,2020-01,2020,1,respiratory viral infection western australian cystic fibrosis,neutral,0.0,0.0
486,31788915,2020-01-07,A review on epidemiology and impact of human metapneumovirus infections in children using TIAB search strategy on PubMed and PubMed Central articles.,https://pubmed.ncbi.nlm.nih.gov/31788915,2020-01,2020,1,epidemiology impact human metapneumovirus infection child tiab search strategy pubmed pubmed central article,neutral,0.0,0.175
487,32411619,2020-01-07,Current and Future Point-of-Care Tests for Emerging and New Respiratory Viruses and Future Perspectives.,https://pubmed.ncbi.nlm.nih.gov/32411619,2020-01,2020,1,current future test emerging new respiratory virus future perspective,positive,0.03409090909090909,0.2761363636363636
488,33584692,2020-01-07,Induction of Trained Immunity by Recombinant Vaccines.,https://pubmed.ncbi.nlm.nih.gov/33584692,2020-01,2020,1,induction trained immunity recombinant vaccine,neutral,0.0,0.0
489,32017782,2020-01-07,"Viral etiology of pneumonia among severely malnourished under-five children in an urban hospital, Bangladesh.",https://pubmed.ncbi.nlm.nih.gov/32017782,2020-01,2020,1,viral etiology pneumonia among severely malnourished child urban hospital bangladesh,neutral,0.0,0.0
490,33180855,2020-01-07,Systematic review and meta-analysis of the prevalence of common respiratory viruses in children < 2 years with bronchiolitis in the pre-COVID-19 pandemic era.,https://pubmed.ncbi.nlm.nih.gov/33180855,2020-01,2020,1,systematic prevalence common respiratory virus child year bronchiolitis pandemic era,negative,-0.3,0.5
491,31698413,2020-01-07,Structure of the human metapneumovirus polymerase phosphoprotein complex.,https://pubmed.ncbi.nlm.nih.gov/31698413,2020-01,2020,1,structure human metapneumovirus polymerase phosphoprotein complex,negative,-0.15,0.25
492,32776985,2020-01-07,Pulmonary function analysis in cotton rats after respiratory syncytial virus infection.,https://pubmed.ncbi.nlm.nih.gov/32776985,2020-01,2020,1,pulmonary function cotton rat respiratory syncytial virus infection,neutral,0.0,0.0
493,31898474,2020-01-02,Whole genome sequencing and phylogenetic analysis of human metapneumovirus strains from Kenya and Zambia.,https://pubmed.ncbi.nlm.nih.gov/31898474,2020-01,2020,1,whole genome sequencing phylogenetic human metapneumovirus strain kenya zambia,positive,0.1,0.25
494,31581384,2019-12-28,Improving Pneumovirus Isolation Using a Centrifugation and AZD1480 Combined Method.,https://pubmed.ncbi.nlm.nih.gov/31581384,2019-12,2019,12,improving pneumovirus isolation centrifugation combined method,neutral,0.0,0.0
495,31607602,2019-12-10,Comparative protective immunity provided by live vaccines of Newcastle disease virus or avian metapneumovirus when co-administered alongside classical and variant strains of infectious bronchitis virus in day-old broiler chicks.,https://pubmed.ncbi.nlm.nih.gov/31607602,2019-12,2019,12,comparative protective immunity provided live vaccine newcastle disease virus avian metapneumovirus alongside classical variant strain infectious bronchitis virus broiler chick,positive,0.06818181818181818,0.25
